yorum, puan
"tam bir sosyopat. yahu adam bir sene yememiş içmemiş bugünü beklemiş. o arada yeri gelmiş atarlanmış, yeri gelmiş kucaklamış. seni avrupa'dan koparıp kendine stratejik ortak bile yapmış. çok acayip gerçekten.adam bundan 300 sene önce yaşasaymış, avrupa'nın sınırları bugün çok farklı olurmuş.o değil de; bundan altı ay evvel ""putin büyük adam"" dediğimiz zaman vatan haini ilan ediliyorduk. geçen hafta ""putin büyük adam değil"" dediğimiz zaman hakarete uğrar hale gelmiştir. milletçek şimdiki pozisyonumuz nedir putin hakkında? bakanlık bir açıklama yaparsa makbule geçer.",5
"asyalı olm adam.damarlarında asyanınsteplerinden gelen mineraller dolaşıyor şaka değil.genç kalmak içinkefiriçen adam bu her gün.azıcık saçları asyatik yap, bıyıkları da sal:bildiğincengiz han.al yapılmışı da var hatta:1-http://image.club.china.com/…1011/1449747731332.jpg2-http://allrus.me/…kut-artist-denis-tsyrenzhapov.jpg3-http://allrus.me/…t-artist-denis-tsyrenzhapov-1.jpgben saygı duyuyorum.",4
"öncelikli olarak yurdumuzun siyasal islamcılarının ve mhplilerinin son gözdesi.cihan padişahı recep tayyip erdoğan han hazretlerinin yeni kankası.girmek istediğimizi şangay 5'lisinin sahabı.esad'ın aga babası ve koruyucusu.neyse esas konuya gelirsek.başkasının eli ile intikamını alan adam.1 yıl beklemiş ve ne tesadüf ki? ışid veya esad 24 kasım günü tsk'ya saldırı yaptı.söz şimdi bizim saray'da.",4
"best putin jokeshttps://youtu.be/whzoi2y75sm?t=75",3
"pilotunu havada kurşun yağmuruna tutmanın hesabını sormayacak mı sanıyordunuz.",3
"https://mobile.twitter.com/…atus/801514113226702855",3
"aktif olarak görev yapan liderler içerisinde en orospu çocuğu 3. kişidir. biri kim jong-un, diğerini söyleyemem.",1
"ne o lan.büyük reisdiye yere göğe sığdıramıyordu bu köpeğianadolu çomarları. ne oldu ters köşe mi yatırdı sizi putin.adamprofesyonel katillan.kgb ajanıydı herif. aktif olarak sahada çalışan. sonrasında rus istihbarat servisi (fsb) ni yönetti yıllarca.(bkz:ayıdan post putin'den dost olmaz)",1
"o kadar dedik rusların intikam hırsı sönmez önlerinde domalmayın ilk fırsatta koyarlar diye, dinletemedik.",1
"ülkesinin çıkarları doğrultusunda gerekeni yapabilecek dirayette ve basirette bir adet devlet adamı.yapcak birşey yok.adam haklı hacı.",4
"kendisini sevmem. sınıfı bellidir, sermayenin yanındadır. fakat şunu belirtmek gerekir: müthiş zeki bir adam. rus dış politikası ve rus diplomasisi kesinlikle ders niteliğinde okutulmalı bu ülkenin siyaset bilimi ve uluslararası ilişkiler bölümlerinde (seçmeli ders olarak var, biliyorum). hele türkiye'ye ve akp hükümetine yaptıkları açık açık, detaylı detaylı anlatılmalı, analiz edilmeli. putin, türkiye ile yakınlaşıp nato'nun en büyük ordularından birine sahip ülkenin batı ile arasını bozdu; ama aynı zamanda suriye'de türkiye'nin yeni-osmanlı hayallerini de darmadağın etti. müthiş gerçekten. çok zekice hamleler gerekliydi bunun için ve bu hamleleri yapabildi rus diplomasisi. yakın geçmişe dönüp bakarsak, gürcistan ve ukrayna konusunda da aynı kurnazlığı/zekayı sergilediğini görebiliriz.",2
"aradacoğrafyaöğretmenliği de yapıyor ve ""rusya'nın sınırı hiçbir yerde bitmez"" mesajı veriyor.http://www.bbc.com/news/world-europe-38099842",3
"-putin'i övüyoruz gelsene.+yok sağol ben övdüm de geldim.zekiymiş, büyük lidermiş, ders olarak okutulmalıymış.. katıksız bir orospu çocuğu nasıl şişirilir görüyoruz.",1
"bütün dünyanın liderlik öğrenmesi gereken lider. trump'a taşaklarını yalatacaktır.",5
"sarı adam1bildiğimiz sarı ruslardanince adam2kadınlara karşı oldukça centilmenkalite adam3mert adam4sözünün eri, oligarkı bitiririm derse bitirir kırımı alırım derse alırespirili adam5kelime oyunları da yaparsadık adam6uzun gibi her seçim dönemi başbakanını şutlamaz, dostluğu bakidir.efsane adam7ekstrem aktiviteler ondan sorulurbabacan adam8insanları markette sıkıştırıp dövmezakıllı adam9her zaman bugün rusya için ne yaptım diye düşünürrafine adam10tüpraş rafinerisinde çalışmıştırinatçı adam11keçilerle de iyi anlaşır.",5
"eşcinselliği pedofili olarak göstererek rusyanın nüfusunu artırabileceğini düşündüğü için kendisine allahtan akıl ve fikir dilediğimsiyasetçi.",1
"nasıl başardı bilmiyorum ama avrupa ve abd'nin her noktasına rusya dostu yönetici atadı, atıyor.abd'nin başına nato karışıtı adam koydu ya la! bu gün de fransa'da orta sağ'ın adaylığını yine rusya yanlısı biri kazandı.avrupa ve abd'de olup biten şeyler için rusya'nın katkısının önemli olduğuna ikna olmuş durumdayım.şu uçak olayından sonra bizimkilerin askeri tören ve binbir özür dilemesini çok iyi anlıyorum, baya bildiğin rte'yi bu kadar korkmuş görmemiştim. yani gezi olaylarında ve cemaat savaşında da korkmuştu da rusya korkusu bambaşkaydı.",4
"halkı ekonomik açıdan gittikçe bir sefalete doğru sürüklenen kişi.",1
"http://www.nytimes.com/…/the-two-putin-problem.html",3
"putin's 'message to president-elect trump' enclosed in his annual address""speaking about the current tension with somewestern countriesthe russian president reiterated that moscow is not looking forenemies. speaking of thepartnershipwith the us, vladimir putin said that moscow is ready to cooperate with the new us administration on anequal footingasrussian-us cooperationis in theinterestof thewhole world.""",3
"rusya'nın o sesine katılmışzamanında.*",3
"""düşman aramıyoruz dostlara ihtiyacımız var"" açıklaması yapmış.http://www.amerikaninsesi.com/…miz-var/3618917.html",3
"3 kulvarda abd'ye karşı savaş vermektedir. suriye, ukrayna ve ekonomik olarak.edit ; ha unutmadan, 3 kulvarda savaş verirken rusya'nın sınırlarını genişletmiştir kırım fatihidir.",5
"10 aralık 2016 beşiktaş patlamasısonrasi turkiye'ye gonderdigi taziye mesaji alisilmisin disinda net ifadeler iceren dunya lideri.rusya devlet başkanı vladimir putin, cumhurbaşkanı recep tayyip erdoğan'a gönderdiği taziye mesajında istanbul'daki saldırıların faillerinin ve azmettiricilerinin cezalarını çekeceklerinden emin olduklarını vurguladı.alçakça ve insanlık dışı saldırıları kararlılıkla kınadığını ifade eden putin, faillerin ve azmettiricilerin bunun hesabını ödeyeceklerini vurguladı.https://tr.sputniknews.com/…n-erdogan-taziye-mesaj/",4
"saka maka snowdeni himayesine alarak dogrudan amerikanın yonetimini degistirmistir. once secimde trumpın kazanmasına vesile olmus, simdi de kabinedeki en onemli pozisyon olan dısislerine onur nisani verdigi adamı getirmistir. tasaklı adamdı biliyoduk ama bu kadar da elinin uzunlugu tahmin edilemezdi. dip yapan petrol fiyatları hali hazırda toparlanmaya baslarken onumuzdeki sene yeniden yukselise gececektir artık.abd & japonya & rusya vs cin. hey yavrum yeni dunya duzenine bak cay demle.",4
"nbc news haberine göre abd yetkililer putinin abd seçimlerine karıştığını söylemiş. clinton ve demokratlar haklında sızdırılan belgeleri kontrol ettiğini söylemişler.haberin linki bu:http://www.nbcnews.com/…d-u-s-election-hack-n696146seçimden sonra her gün ağlayan bir kanalın yalan haberi mi yoksa gerçek mi göreceğiz artık",3
"forbesdergisinin dünyanın en güçlü insanları listesinde yine 1. olmuş. lider güçlü ve toplumu fakirse, o, iyi bir ülke değil demektir...http://www.dw.com/…anın-en-güçlüsü-putin/a-36782424",4
"hakkında bir kitap için; (bkz:the strongman).",3
"su an ne yapiyor, ne dusunuyor cok merak ediyorum.bir kac beyinsizin muhtesem hamleleriyle ulkeye doldurulan teroristler yuzunden zaten bitme noktasina geldik, bir de ustune neler cikiyor hala.umarim sakin kalir vladimir abi. (ki hic sanmiyorum)edit: bir kac gune unutulur diyen adamlar; siz herkesi turkiye saniyorsunuz galiba. askerleri, devlet gorevlileri oldurulunce bagirip cagirip hic bir sey yapmayan; sivillerini oldurduler diye israil'e sozde atar yapip arkadan milyonluk ihaleler akitan filan... sirf ""rusya buyukelicisini oldurmek/saldiri duzenlemek ne demek gorun"" diye neler yapabilir bu adam hic mi dusunmuyorsunuz. adamlarin ""devlet"" anlayisi senin kaypak, muhtesem stratejist yoneticilerinkine benzemiyor iste.rus aciklamasi editi: kendisi akli selim sakin bir tavir takinacak gibi. ancak, bu olayin da pesini birakmayacaklari kesin. kendi secmenini yillardir ayni laflarla uyutan hukumet bakalim cidden bir seyler yapacak mi bu olayla ilgili. simdi gozler bu tarafta.",3
"(bkz:bir dakika açıklaya bilirim)",3
"muhafazakar müslümanları ve siyasal islam'ı bu akşam bir kez daha tanıyan adam.suriye sınırları içinde bir tane radikal siyasal islamcı bırakmayabilir...",4
"memleketteki teröristleri temizlemesini umdugum insan. rus buyukelcisinin vurulma olayindaki tepkisi, cok buyuk ihtimalle ortadogunun gelecegini degistirecektir. tersi pis mi, tecrube edip, cok yakinda gorecegiz.",3
"ekrem abinin durumu nasıl?ekrem abi? ekrem abi ölü abi.https://twitter.com/?lang=tr",3
"putin bu işin arkasında başkalarının olduğunu bilecek kadar zeki ama bu işin hesabını soracak kadar da devlet adamıdır.devlet yonetmek ciddiyet isidir her ne kadar turkiye bu iste suclu olmasa bile sorumludur. uluslararasi antlasmalara gore ulkendeki diger ulke temsilcilerini korumak zorundasin. zira ulke sinirlarin icinde bir ulkenin temsilcisi olduruluyorsa (olduren baska bir ulke vatandasi dahi olsa) sen yaptirimlara ugrarsin.kuzenim yapmis gibi bahaneler devlet ciddiyetine uygun degildir. her ne kadar putin bu isin arkasinda baskasi oldugunu bilse bile kendi karizmasini ve devlet terbiyesini ayaklar altina aldirmaz. cok sert yaptirimlari olacaktir. yoksa rusya dunyada tasak oglani olur, alay edilir. bunu bilir. cunku kendisi devlet adamidir. otobus soforu degil!edit: saldırgan'ın türk vatandaşı ve çevik kuvvet polisi olduğu iddiası var ki eğer bu iddia doğruysa. yandı gülüm keten helva.kuzenim bahanesi tutmaz yani. suçlusu da sorumlusu da maalesef uluslararası antlasmalara gore bellidir.",4
"sayesindehalepkonusundaintikamdiyen tüm ak kadrolar tasfiye olacaktır.fatih tezcanve tüm siyasi türevleri an itibariyle zki tutmuştur.",2
"(bkz:bırak çocuklar son sözlerini söylesinler)",3
"mistir putin,we ...... are .......... turkey ....... turkish people.you ........ forgive ....... us.thank you.",3
"şu anda emin olun ona ulaşmaya çalışıp, özür dilemek için hazır olda bekleyen bir devlet adamımız var, kendisini hepimiz tanıyoruz ama ismini veremiyoruz. büyük türkiye'ye bak, halep diye diye ülkenin içine ettiler. halep'te insanlar ölüyormuş, ülkede her hafta bomba patlıyor bana ne halep'te olanlardan.",3
"(bkz:sikmese bari)",3
"abaküs bağlamaz rutine selam söyleyin vladimir putin'e.abi valla buz yapmadık, amerika'nın oyunu bunlar. seviyoruz, öptüm.",3
"ayısına binmiş karadenizi yarıyor olabilir.",3
"çatışma ortamında düşürülen bir uçak için koca ülkeye ambargo uygulayan, sonunda da özür dilettirip istediği yola sokan adam.öyle bir olayda bu davranışı sergilediyse, akp'nin beslediği bir türk'ün aleni yaptığı bir şey için nereye sokacağı gayet belli. kuru özürü bırak, malum kişi ağzına alsa geri dönüşü olmayan yola girildi.halep'i unutmayındiye bağırıyor o sapkın katil, merak etme orospu evladi,kuzey asla unutmaz. hepimize geçmiş olsun sikikler!",4
"he amına koyim he.putin gelecek anamızı sikecek he.türk-rus ilişkilerinin düzelmeye başladığı, ekonomik birliğin kurulmaya çalışıldığı dönemde hoop rus büyükelçisi vuruluyor.bu adam bunu sorgulamayacak kadar mal değil.ha gelirse de gelsin, yolluğunu hazır etsin.edit : devlet adamı nasıl olur sorusunun cevabını bir kez daha verdi. katilin arkasındaki ismi öğrendikten sonra türk-rus ilişkileri gerçek şeklini alacaktır.",1
"hitler paris olayı gibi, çamlıcadan boğazı izleyeceğini düşündüğüm rusya lideri. umarım kötü yerlere varmaz büyükelçiliklerinin öldürülmesi.",4
"ağzımıza sıçacak olan rusya devlet başkanı.(bkz:sikmeseler bari)(bkz:adamın götünden kan alırlar kamil kan)",3
"sikse yeridir, adamın büyükelçisini koruyamıyorsun lan sen, dalga geçer gibi bir de hiçbir şey olmaz denmiş.arkadaş kimsenin rus büyükelçisini bizimkiler öldürdü dediği yok, ama bizimkilerin poh pohladığı el üstünde tuttuğu siyasal islam'ın bir neferi öldürdü adamı, tebrik edecek hali yok aq. onu siktir ettim, herhangi biri dahi öldürse türkiye olarak sen bu adamı koruyacaksın.gerçi kendi vatandaşını koruyamazlar, rus büyükelçisini koruyamazlar, ama kendileri 1000 tane korumayla gezer.siyasi islam denilen bok çukuru tarafından öldürülen büyükelçisinin intikamını alacaktır. halep'te son cihatçı gebertilene kadar vurmaya devam.",3
"an itibariyle cok sinirli oldugunu dusundugum rusya devlet lideridir lakin adamlarin bir buyukelcisini bile koruyamiyoruz. buyukelcisi efendilik yapip korumasiz geziyor diye lakayt davranip guvenlik onlemleri alinmazsa olacagi budur zaten.",3
"itidal'e davet ettiğim rus reisi.iki şey söylemek isterim putin reis'e:1-geçenlerde sözlükterusya destekli darbehattadoğu perinçek'li başkanlık minvalinden bir komplo teorisi okumuştum. bak bu konuda bir şey biliyor da söylemiyorsan vallahi kalbimizi kırarsın; hem ilber ortaylı hoca daha münasip gibi ama yine de sen bilirsin.2-doğalgazı kısma lütfenüşüyoruz reis!(bkz:şimdi elindeki vanayı yavaşça tekrar sola çevir)",4
"adam ayıya biniyor. korkun bence.",4
"(bkz:buraları karıştıracak vazelin alın)",3
"karlov suikasti sonrasinda umarim dogalgaz uzerinden bir gider yapmaz. gerci adamin kaplanlari var.",4
"ilk defa istihbarat kökenli bir devlet başkanı oluşuna sevindiğim.öyle ki; bu gece, doğrudan şahsını ve ülkesinin onurunu temsil eden ankara büyükelçisinin katledilmesi sonrasında, bu olayın, amerikan cia'sı ve fetö işbirliği içersinde gerçekleştirildiğini ve bunun son dönem hızla gelişen-yakınlaşan türk rus ilişkilerinin suriye'de tek karar verici pozisyona evrildiği bir ortamı sabote etmeye yönelik olduğunu çabucak kavrayacak ve beklenenin aksine adımlar atacaktır.yaparsın sen, sarı kurt.",5
"güzel bir karşılık bekliyorum ve istiyorum. hatta birilerini istifa ettirecek kadar sert bir karşılık.",1
"putin tarafından sikilmeyi bekleyen yazarları göstermiştir. bu kadar sik meraklısı olduğunuzu belli etmeyin bari.",3
"(bkz:18'lik inşaat çivisi) ni çakıcak adam.",3
"(bkz:içeri girdiğimde ak47'sini sıvazlıyordu)",3
"biz dededen putin sporluyuz, damarımı kesseniz kırmızı, beyaz, mavi akar.",5
"http://www.medyagunlugu.com/…_yasasi_1424341538.jpgne sandıydınız..",3
"don corleone diğer ailelerle yaptığı toplantıdan dönerken, tom hagen'e verdiği kararları onaylayıp onaylamadığını sorar. tom hagen bir süre düşünür ve ""verdiğiniz kararları nasıl sorgulayabilirim ki. düşmanlarınıza oğlunuzun intikamını aramayacağınıza dair söz verdiniz. sözünüzü tutacaksınız ama, onlara istedikleri zaferi vermeyeceksiniz."" diyerek cevap verir. bugün godfather kitabında okuduğum, bu kısmı hatırladım.",3
"putin ismini ilk kursk denizaltisi battiginda nato'nun yardim onerisini reddedip 100'den fazla murettebatini bile bile ölüme terkettiğinde duymuştum. aynı yıl grozni'de yaptıklarını azıcık duyuyorduk haberlerde. birkaç yıl sonra beslan rehine krizinde artık putin'i tanımıştım; ikinci gününde arkadaşlarla konuşurken iddialaştık hatta, benim tanıdığım putin içerideki herkes öldürür yine de pazarlık yapmaz, demiştim ve maalesef o iddiada haklı çıkmıştım.çoğumuz abd ve rusya gibi ülkelerin liderlerini ve yönetimlerini kendi basiretsiz siyasetçilerimizle karıştırıyoruz. email sızıntısı yüzünden libya'da öldürülen büyükelçi hillary'nin başkanlığına sebep oldu. ne abd halkı ne de fbi ve diğer devlet örgütleri bunu affetmedi. putin, uçak düşürme olayında bizimkilere diz çöktürmekle kalmadı, ayakkabılarını öptürdü nerdeyse. çünkü ibretlik bir durum yaratmak zorundaydı ki kimse buna bir daha cesaret edemesin.şimdi gariban aktroller ve akp'ye yakın çevreler bu suikasti fetö vs diye savruşturmaya çalışıp içe doğru dışkılarken rusya'nın bu olaya cevabının birlik-beraberlik-kardeşlik olması için 4444 duası okuyorlar. buna acımaktan başka bir şey gelmiyor elimden. hadi fetö vurdu, sen korumak zorundasın, hadi vuruldu koruyamadın, senin polisin nasıl bu işe karışır, hadi senin polisin katil oldu, nasıl el-nusra ve el-kaide militanı gibi slogan atar, hadi onu da yaptı, nasıl halep'in intikamı der ve bu cinayetlerin devamıyla tehdit eder...bu meseleyi rusya için ölüm kalım meselesine dönüştürdüler. hatırlarsa zatı şahaneleri, rusya çıkarları uğruna putin, ""suriye'yi erdoğan ve suudi müttefikleri için büyük stalingrad'a çevireceğim. adolf hitler'den daha berbat olamazlar"" demişti. şimdi mesele rusya için var olma aşamasına geldi ve türkiye gibi artık nato şemsiyesi bile tartışmalı üçüncü sınıf bir ülke, rusya açısından stalingrad'dan daha fazla yükleneceği bir cephe haline geldi.ha bir de şunu hatırlamak lazım. yok ertesi gun büyükelçiler toplantısı olacakmış, yok ilişkilerimiz iyiymiş ama fetö bozmuş filan, bunlarla ancak çocuk kandırırsınız. türkiye'deki akp'ye oy vermeyen %50'nin bildiğini bütün dünya da biliyor. şu an dünyada radikal islamın beslendiği ve sıçrama tahtası olarak kullandığı en büyük platform türkiye. hem abd hem de rusya ile ayni anda dusman olmak ise tarihin en buyuk diplomatik basarisi. olan yine bize olacak diyorum, ama umudum şu ki hem doğu'da hem de batı'da bu sorumsuzluğun faturası halka değil açıkça türkiye'nin idarecilerine kesiliyor.",3
